肖申克的救赎,1994,9.7,1787097,风华绝代。
阿甘正传,1994,9.5,1976580,怪蜀黍和小萝莉不得不说的故事。
泰坦尼克号,1997,9.4,1109249,最美的谎言。
千与千寻,2001,9.4,921937,拯救一个人，就是拯救整个世界。
盗梦空间,2010,9.3,1196615,永远都不能忘记你所爱的人。
星际穿越,2014,9.3,1332657,如果再也不能见到你，祝你早安，午安，晚安。
海上钢琴师,1998,9.3,1587751,英俊版憨豆，高情商版谢耳朵。
机器人总动员,2008,9.3,1101908,天籁一般的童声，是最接近上帝的存在。 
无间道,2002,9.3,1562646,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
大话西游之大圣娶亲,1995,9.2,781173,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。
教父,1972,9.3,1277196,平民励志片。 
龙猫,1988,9.2,1517487,真正的幸福是来自内心深处。
